id,name,order_number,customer_id,created_at,updated_at,processed_at,closed_at,cancelled_at,financial_status,fulfillment_status,email,subtotal_price,total_discounts,total_tax,total_shipping_price_set_shop_money_amount,total_tip_received,total_price,currency,source_name,landing_site,landing_site_ref,cart_token,note_attributes,client_details_browser_width,client_details_user_agent,browser_ip,test,tags,note,discount_codes,shipping_address_country_code,shipping_address_province_code,billing_address_country_code
5003401,#04401,4401,1013,2026-09-19T00:50:00+00:00,2026-09-19T00:50:00+00:00,2026-09-19T00:50:00+00:00,2026-09-26T00:50:00+00:00,,paid,fulfilled,diazmelanie@example.org,450.39,7.42,35.43,0.0,0.0,478.4,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5889,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",377,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5003402,#04402,4402,1019,2026-09-19T19:14:00+00:00,2026-09-19T19:14:00+00:00,2026-09-19T19:14:00+00:00,2026-09-26T19:14:00+00:00,,paid,fulfilled,brittanyjohnson@example.com,42.59,0.85,3.34,0.0,0.0,45.08,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c588a,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",382,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,AB,CA
5003403,#04403,4403,2840,2026-09-19T07:59:00+00:00,2026-09-19T07:59:00+00:00,2026-09-19T07:59:00+00:00,2026-09-26T07:59:00+00:00,,paid,fulfilled,debra43@example.org,284.66,7.49,22.17,7.95,0.0,307.29,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c588b,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1430,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5003404,#04404,4404,2693,2026-09-19T02:43:00+00:00,2026-09-19T02:43:00+00:00,2026-09-19T02:43:00+00:00,2026-09-26T02:43:00+00:00,,paid,fulfilled,jesusmacdonald@example.com,1345.89,54.61,103.31,9.95,0.0,1404.54,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c588c,[],358,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5003405,#04405,4405,2534,2026-09-19T14:39:00+00:00,2026-09-19T14:39:00+00:00,2026-09-19T14:39:00+00:00,2026-09-26T14:39:00+00:00,,paid,fulfilled,richard41@example.net,168.52,3.04,13.24,0.0,0.0,178.72,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c588d,[],1442,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5003406,#04406,4406,3136,2026-09-19T03:54:00+00:00,2026-09-19T03:54:00+00:00,2026-09-19T03:54:00+00:00,2026-09-26T03:54:00+00:00,,paid,fulfilled,moorecassandra@example.net,318.81,9.18,24.77,9.95,0.0,344.35,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c588e,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",782,Mozilla/5.0 (tablet) Edge/120.0,0.0.0.0,False,,,[],CA,BC,CA
5003407,#04407,4407,277,2026-09-19T17:01:00+00:00,2026-09-19T17:01:00+00:00,2026-09-19T17:01:00+00:00,2026-09-26T17:01:00+00:00,,paid,fulfilled,smiller@example.org,259.23,10.86,19.87,9.95,0.0,278.19,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c588f,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",356,Mozilla/5.0 (mobile) Firefox/120.0,0.0.0.0,False,,,[],US,IL,US
5003408,#04408,4408,1990,2026-09-19T12:59:00+00:00,2026-09-19T12:59:00+00:00,2026-09-19T12:59:00+00:00,2026-09-26T12:59:00+00:00,,paid,fulfilled,emmamoore@example.net,173.26,3.52,13.58,7.95,0.0,191.27,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5890,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",380,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5003409,#04409,4409,542,2026-09-19T08:56:00+00:00,2026-09-19T08:56:00+00:00,2026-09-19T08:56:00+00:00,2026-09-26T08:56:00+00:00,,paid,fulfilled,jacksonrebecca@example.net,329.46,5.89,25.89,7.95,0.0,357.41,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5891,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",387,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],AU,QLD,AU
5003410,#04410,4410,456,2026-09-19T14:30:00+00:00,2026-09-19T14:30:00+00:00,2026-09-19T14:30:00+00:00,,,partially_refunded,fulfilled,hebertdeborah@example.net,200.16,2.88,15.78,14.95,0.0,228.01,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5892,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",356,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5003411,#04411,4411,438,2026-09-19T16:47:00+00:00,2026-09-19T16:47:00+00:00,2026-09-19T16:47:00+00:00,2026-09-26T16:47:00+00:00,,paid,fulfilled,thomas25@example.net,837.71,25.57,64.97,7.95,0.0,885.06,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5893,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1446,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5003412,#04412,4412,1343,2026-09-19T06:49:00+00:00,2026-09-19T06:49:00+00:00,2026-09-19T06:49:00+00:00,2026-09-26T06:49:00+00:00,,paid,fulfilled,michelle45@example.com,574.06,2.74,45.7,0.0,0.0,617.02,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5894,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",364,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5003413,#04413,4413,2677,2026-09-19T11:41:00+00:00,2026-09-19T11:41:00+00:00,2026-09-19T11:41:00+00:00,2026-09-26T11:41:00+00:00,,paid,fulfilled,jacksonjesse@example.com,210.7,8.9,16.14,7.95,0.0,225.89,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5895,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",367,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5003414,#04414,4414,2572,2026-09-19T06:45:00+00:00,2026-09-19T06:45:00+00:00,2026-09-19T06:45:00+00:00,2026-09-26T06:45:00+00:00,,paid,fulfilled,tstanton@example.org,331.42,1.54,26.39,0.0,0.0,356.27,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5896,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",362,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],CA,AB,CA
5003415,#04415,4415,2269,2026-09-19T10:29:00+00:00,2026-09-19T10:29:00+00:00,2026-09-19T10:29:00+00:00,2026-09-26T10:29:00+00:00,,paid,fulfilled,terrywaller@example.org,259.77,1.7,20.65,9.95,0.0,288.67,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5897,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",364,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5003416,#04416,4416,3171,2026-09-19T20:11:00+00:00,2026-09-19T20:11:00+00:00,2026-09-19T20:11:00+00:00,2026-09-26T20:11:00+00:00,,paid,fulfilled,jeremy33@example.com,371.56,14.03,28.6,0.0,0.0,386.13,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5898,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",373,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,vip,,[],US,OR,US
5003417,#04417,4417,2449,2026-09-19T12:28:00+00:00,2026-09-19T12:28:00+00:00,2026-09-19T12:28:00+00:00,,,refunded,,zfleming@example.net,52.76,1.87,4.07,7.95,0.0,62.91,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c5899,[],380,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,IL,US
5003418,#04418,4418,1404,2026-09-19T08:29:00+00:00,2026-09-19T08:29:00+00:00,2026-09-19T08:29:00+00:00,2026-09-26T08:29:00+00:00,,paid,fulfilled,veronica13@example.org,436.47,9.06,34.2,9.95,0.0,471.56,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c589a,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",768,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5003419,#04419,4419,3092,2026-09-19T13:14:00+00:00,2026-09-19T13:14:00+00:00,2026-09-19T13:14:00+00:00,2026-09-26T13:14:00+00:00,,paid,fulfilled,robert97@example.net,899.92,39.01,68.87,0.0,0.0,929.78,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c589b,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1420,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5003420,#04420,4420,3055,2026-09-19T19:13:00+00:00,2026-09-19T19:13:00+00:00,2026-09-19T19:13:00+00:00,2026-09-26T19:13:00+00:00,,paid,fulfilled,margaret32@example.net,395.52,13.78,30.54,0.0,0.0,412.28,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c589c,[],1430,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5003421,#04421,4421,1331,2026-09-19T18:16:00+00:00,2026-09-19T18:16:00+00:00,2026-09-19T18:16:00+00:00,2026-09-26T18:16:00+00:00,,paid,fulfilled,nguyensamuel@example.org,984.0,10.39,77.89,7.95,0.0,1059.45,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c589d,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",378,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,CA,US
5003422,#04422,4422,163,2026-09-19T17:34:00+00:00,2026-09-19T17:34:00+00:00,2026-09-19T17:34:00+00:00,2026-09-26T17:34:00+00:00,,paid,fulfilled,harold25@example.org,341.03,11.19,26.39,7.95,0.0,364.18,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c589e,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",362,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5003423,#04423,4423,1543,2026-09-19T14:08:00+00:00,2026-09-19T14:08:00+00:00,2026-09-19T14:08:00+00:00,2026-09-26T14:08:00+00:00,,paid,fulfilled,mark00@example.org,328.48,3.16,26.03,7.95,0.0,359.3,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c589f,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1437,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5003424,#04424,4424,1084,2026-09-19T14:18:00+00:00,2026-09-19T14:18:00+00:00,2026-09-19T14:18:00+00:00,2026-09-26T14:18:00+00:00,,paid,fulfilled,lbates@example.net,319.27,6.71,25.0,14.95,0.0,352.51,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58a0,[],371,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,WA,US
5003425,#04425,4425,748,2026-09-19T10:49:00+00:00,2026-09-19T10:49:00+00:00,2026-09-19T10:49:00+00:00,2026-09-26T10:49:00+00:00,,paid,fulfilled,sandra39@example.net,477.56,17.94,36.77,0.0,0.0,496.39,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58a1,[],379,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,AB,CA
5003426,#04426,4426,1312,2026-09-19T03:47:00+00:00,2026-09-19T03:47:00+00:00,2026-09-19T03:47:00+00:00,2026-09-26T03:47:00+00:00,,paid,fulfilled,paynepaul@example.com,689.74,4.77,54.79,9.95,0.0,749.71,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c58a2,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",357,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,OR,US
5003427,#04427,4427,2616,2026-09-19T04:01:00+00:00,2026-09-19T04:01:00+00:00,2026-09-19T04:01:00+00:00,2026-09-26T04:01:00+00:00,,paid,fulfilled,csoto@example.net,55.24,2.52,4.22,14.95,0.0,71.89,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c58a3,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",365,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5003428,#04428,4428,1311,2026-09-19T10:28:00+00:00,2026-09-19T10:28:00+00:00,2026-09-19T10:28:00+00:00,2026-09-26T10:28:00+00:00,,paid,fulfilled,benjamin84@example.com,545.32,5.22,43.21,9.95,0.0,593.26,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c58a4,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",373,Mozilla/5.0 (mobile) Firefox/120.0,0.0.0.0,False,,,[],CA,BC,CA
5003429,#04429,4429,1079,2026-09-19T10:58:00+00:00,2026-09-19T10:58:00+00:00,2026-09-19T10:58:00+00:00,2026-09-26T10:58:00+00:00,,paid,fulfilled,erin75@example.org,162.56,0.43,12.97,7.95,0.0,183.05,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58a5,[],376,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5003430,#04430,4430,2252,2026-09-19T11:42:00+00:00,2026-09-19T11:42:00+00:00,2026-09-19T11:42:00+00:00,2026-09-26T11:42:00+00:00,,paid,fulfilled,jason54@example.com,531.66,19.22,41.0,9.95,0.0,563.39,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c58a6,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",781,Mozilla/5.0 (tablet) Safari/120.0,0.0.0.0,False,,,[],US,TX,US
5003431,#04431,4431,2620,2026-09-19T11:18:00+00:00,2026-09-19T11:18:00+00:00,2026-09-19T11:18:00+00:00,2026-09-26T11:18:00+00:00,,paid,fulfilled,reesecameron@example.net,931.9,37.54,71.55,0.0,0.0,965.91,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58a7,[],1447,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5003432,#04432,4432,437,2026-09-19T19:19:00+00:00,2026-09-19T19:19:00+00:00,2026-09-19T19:19:00+00:00,2026-09-26T19:19:00+00:00,,paid,fulfilled,timothycooper@example.net,315.5,11.84,24.29,0.0,0.0,327.95,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c58a8,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1436,Mozilla/5.0 (desktop) Firefox/120.0,0.0.0.0,False,,,[],US,CO,US
5003433,#04433,4433,1957,2026-09-19T04:44:00+00:00,2026-09-19T04:44:00+00:00,2026-09-19T04:44:00+00:00,2026-09-26T04:44:00+00:00,,paid,fulfilled,ramseytimothy@example.net,164.3,4.55,12.78,7.95,0.0,180.48,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c58a9,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",370,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5003434,#04434,4434,1866,2026-09-19T20:19:00+00:00,2026-09-19T20:19:00+00:00,2026-09-19T20:19:00+00:00,2026-09-26T20:19:00+00:00,,paid,fulfilled,sonyabeck@example.com,205.25,8.22,15.76,0.0,0.0,212.79,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c58aa,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",391,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,vip,,[],GB,ENG,GB
5003435,#04435,4435,2410,2026-09-19T01:04:00+00:00,2026-09-19T01:04:00+00:00,2026-09-19T01:04:00+00:00,2026-09-26T01:04:00+00:00,,paid,fulfilled,hatfieldcatherine@example.com,438.57,8.09,34.45,9.95,0.0,474.88,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c58ab,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",367,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,GA,US
5003436,#04436,4436,1287,2026-09-19T20:37:00+00:00,2026-09-19T20:37:00+00:00,2026-09-19T20:37:00+00:00,2026-09-26T20:37:00+00:00,,paid,fulfilled,william53@example.org,139.6,5.36,10.74,9.95,0.0,154.93,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58ac,[],1455,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5003437,#04437,4437,3421,2026-09-19T13:04:00+00:00,2026-09-19T13:04:00+00:00,2026-09-19T13:04:00+00:00,2026-09-26T13:04:00+00:00,,paid,fulfilled,schroederanthony@example.net,105.35,0.2,8.41,0.0,0.0,113.56,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58ad,[],1459,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5003438,#04438,4438,3443,2026-09-19T04:23:00+00:00,2026-09-19T04:23:00+00:00,2026-09-19T04:23:00+00:00,2026-09-26T04:23:00+00:00,,paid,fulfilled,nicole39@example.org,273.93,9.05,21.19,0.0,0.0,286.07,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c58ae,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",362,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5003439,#04439,4439,161,2026-09-19T13:23:00+00:00,2026-09-19T13:23:00+00:00,2026-09-19T13:23:00+00:00,2026-09-26T13:23:00+00:00,,paid,fulfilled,shall@example.com,143.13,6.96,10.89,0.0,0.0,147.06,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c58af,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",369,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5003440,#04440,4440,1121,2026-09-19T22:49:00+00:00,2026-09-19T22:49:00+00:00,2026-09-19T22:49:00+00:00,2026-09-26T22:49:00+00:00,,paid,fulfilled,martinezdarryl@example.org,1103.34,22.24,86.49,14.95,0.0,1182.54,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58b0,[],389,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5003441,#04441,4441,2377,2026-09-19T22:19:00+00:00,2026-09-19T22:19:00+00:00,2026-09-19T22:19:00+00:00,2026-09-26T22:19:00+00:00,,paid,fulfilled,nmccoy@example.org,316.1,5.4,24.86,0.0,0.0,335.56,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58b1,[],365,Mozilla/5.0 (mobile) Edge/120.0,0.0.0.0,False,,,[],US,MA,US
5003442,#04442,4442,3198,2026-09-19T01:44:00+00:00,2026-09-19T01:44:00+00:00,2026-09-19T01:44:00+00:00,2026-09-26T01:44:00+00:00,,paid,fulfilled,wday@example.com,288.9,7.12,22.54,0.0,0.0,304.32,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58b2,[],1437,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5003443,#04443,4443,3167,2026-09-19T19:33:00+00:00,2026-09-19T19:33:00+00:00,2026-09-19T19:33:00+00:00,2026-09-26T19:33:00+00:00,,paid,fulfilled,alexa75@example.org,562.15,8.5,44.29,9.95,0.0,607.89,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58b3,[],391,Mozilla/5.0 (mobile) Firefox/120.0,0.0.0.0,False,,,[],US,MA,US
5003444,#04444,4444,1611,2026-09-19T12:07:00+00:00,2026-09-19T12:07:00+00:00,2026-09-19T12:07:00+00:00,2026-09-26T12:07:00+00:00,,paid,fulfilled,jacob69@example.com,49.44,1.89,3.8,0.0,0.0,51.35,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c58b4,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1422,Mozilla/5.0 (desktop) Edge/120.0,0.0.0.0,False,,,[],US,NY,US
5003445,#04445,4445,320,2026-09-19T10:14:00+00:00,2026-09-19T10:14:00+00:00,2026-09-19T10:14:00+00:00,2026-09-26T10:14:00+00:00,,paid,fulfilled,knightdavid@example.net,134.1,4.9,10.34,9.95,0.0,149.49,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c58b5,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1433,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5003446,#04446,4446,1508,2026-09-19T15:56:00+00:00,2026-09-19T15:56:00+00:00,2026-09-19T15:56:00+00:00,,,refunded,,fordsara@example.net,215.83,7.48,16.67,9.95,0.0,234.97,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58b6,[],365,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],GB,SCT,GB
5003447,#04447,4447,3418,2026-09-19T20:52:00+00:00,2026-09-19T20:52:00+00:00,2026-09-19T20:52:00+00:00,2026-09-26T20:52:00+00:00,,paid,fulfilled,bryangregory@example.net,78.81,2.54,6.1,7.95,0.0,90.32,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c58b7,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1425,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5003448,#04448,4448,2734,2026-09-19T09:51:00+00:00,2026-09-19T09:51:00+00:00,2026-09-19T09:51:00+00:00,2026-09-26T09:51:00+00:00,,paid,fulfilled,john30@example.com,570.46,16.7,44.3,7.95,0.0,606.01,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c58b8,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1425,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,NY,US
5003449,#04449,4449,538,2026-09-19T04:41:00+00:00,2026-09-19T04:41:00+00:00,2026-09-19T04:41:00+00:00,2026-09-26T04:41:00+00:00,,paid,fulfilled,klewis@example.org,502.57,17.42,38.81,9.95,0.0,533.91,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c58b9,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",394,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,CA,US
5003450,#04450,4450,3350,2026-09-19T16:46:00+00:00,2026-09-19T16:46:00+00:00,2026-09-19T16:46:00+00:00,2026-09-26T16:46:00+00:00,,paid,fulfilled,sara99@example.net,832.65,21.7,64.87,7.95,0.0,883.77,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58ba,[],360,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],GB,SCT,GB
5003451,#04451,4451,178,2026-09-19T22:38:00+00:00,2026-09-19T22:38:00+00:00,2026-09-19T22:38:00+00:00,2026-09-26T22:38:00+00:00,,paid,fulfilled,thomasdebra@example.net,281.54,1.5,22.4,7.95,0.0,310.39,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c58bb,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1435,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5003452,#04452,4452,1055,2026-09-19T15:19:00+00:00,2026-09-19T15:19:00+00:00,2026-09-19T15:19:00+00:00,,,refunded,,njenkins@example.org,198.52,8.97,15.16,9.95,0.0,214.66,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c58bc,[],1457,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5003453,#04453,4453,1295,2026-09-19T15:18:00+00:00,2026-09-19T15:18:00+00:00,2026-09-19T15:18:00+00:00,2026-09-26T15:18:00+00:00,,paid,fulfilled,andrewcampbell@example.com,133.16,1.93,10.5,14.95,0.0,156.68,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c58bd,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1420,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5003454,#04454,4454,308,2026-09-19T16:19:00+00:00,2026-09-19T16:19:00+00:00,2026-09-19T16:19:00+00:00,2026-09-26T16:19:00+00:00,,paid,fulfilled,jenna98@example.org,751.42,20.81,58.45,0.0,0.0,789.06,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c58be,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",364,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5003455,#04455,4455,387,2026-09-19T11:52:00+00:00,2026-09-19T11:52:00+00:00,2026-09-19T11:52:00+00:00,2026-09-26T11:52:00+00:00,,paid,fulfilled,ambersanders@example.net,298.52,6.45,23.36,0.0,0.0,315.43,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c58bf,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1424,Mozilla/5.0 (desktop) Edge/120.0,0.0.0.0,False,,,[],US,WA,US
